ContactID,name,first_name,last_name,Dear,address1,city,state,zip,Region,Country,Title,work_phone,work_phone_ext,HomePhone,MobilePhone,fax_number,email,FedexNumber,AirborneNumber,FEDexPrefered,AirbornePrefered,ship_airborn,ship_fedex,ShipTo,ShipToAtt,ShipToAddress,ShipToCity,ShipToState,ShipTozipcode,SHIPTOALT
453054582,Malouf Buick-Pont-GMC,Deborah/TClerk, ,,US Route 1 & Adams Lane,N Brunswick,NJ,08902,,,,732-821 5400,,,,,,145863042,,True,False,False,False,,,,,,,False
453054583,Monmouth Toyota,Kim/TClerk, ,,750 Route 36,Eatontown,NJ,07724,,,,732-544 1000,,,,,,1052-4089-9,,True,False,False,False,,,,,,,False
453054584,Mike Pallone Auto Sales,Shelby/TClerk, ,,7722 Backlick Road,Springfield,VA,22150,,,,703-451 4511,,,,,,1087-3116-8,,True,False,False,False,,,,,,,False
453054585,Maurice Schwartz & Sons,Title Clerk,UPS#A885F3,,585 Shrewsbury Ave,Shrewsbury,NJ,07702,,,,732-747 0787,,,,,,,,False,False,False,False,,,,,,,False
453054586,COWLES NISSAN OF WOODBRIDGE,KATHRYN DUTCH, ,,14777 JEFFERSON DAVIS HWY,WOODBRIDGE,VA,22191,,,,703 9865588,,,,,,,,False,True,False,False,,,,,,,False
453054587,Miller Ford/Nissan,Debbie/TClerk, ,,970 Kings Hwy,Fairfield,CT,06825,,,,203-335-3181,,,,,,,103172653,False,True,False,False,,,,,,,False
453054588,Mannix Chevr/Pontiac,Kelly/TClerk, ,,301 Boston Post Rd,Guilford,CT,06437,,,,203-453 5251,,,,,,1511-5299-6,,True,False,False,False,,,,,,,False
453054589,Mendham Motors,Title Clerk, ,,217 Main Street,Gladstone,NJ,07934,,,,908-234 1755,,,,,,2178-5026-6,,True,False,False,False,,,,,,,False
453054590,Miller Buick,Robin/TClerk, ,,355 Kings Hwy East,Fairfield,CT,06432,,,,203-336 1234,,,,,,,92264328,False,True,False,False,,,,,,,False
453054591,Martens Cars of Washington,Title Clerk, ,,4800 Wisconsin Ave NW,Washington,DC,20016,,,,202-537 3000,,,,,,1033-7510-0,,True,False,False,False,,,,,,,False
453054592,Mercedes Benz of North America,Title Clerk, ,,1 Mercedes Dr,Montvale,NJ,07645,,,,201-573 0600,,,,,,1723-9288-1,,True,False,False,False,,,,,,,False
453054593,Mercedes Benz of Eugene,Linda/Title Clerk, ,,2200 Centennial Blvd,Eugene,OR,97401,,,,541-687 8888,,,,,,,142074748,False,True,False,False,,,,,,,False
453054594,Malouf lincoln Mercury,Vickie/TClerk, ,,US RT 1 and Adams LN,N Brunswick,NJ,08902,,,,732-821 1100,,,,,,,145862976,False,True,False,False,,,,,,,False
453054595,Monahan Ford Corp,Christina/TClerk, ,,150-05 Northern Blvd,Flushing,NY,11354,,,,718-463 2400,,,,,,,95221077,False,True,False,False,Monahan Ford Corp, , , , , ,False
453054596,MT Kisco Honda/Import Cars,Joe , ,,700 Bed Ford Road,Bedford Hills,NY,10507,,,,914-666 0030,,,,,,,46483721,False,True,False,False,,,,,,,False
453054597,Major Nissan Kia,Title Clerk, ,,550 Burnside Ave,Inwood ,NY,11096,,,,516-371 3111,,,,,,,164773797,False,True,False,False,,,,,,,False
453054598,Millennium Pontiac GMC,Title Clerk, ,,2001 Sunset Blvd,SteuBenville,OH,43952,,,,740-282 4588,,,,,,2046-3094-1,,True,False,False,False,,,,,,,False
453054599,Merchants Nissan,Marie/TClerk, ,,175 Manchester ST,Concord,NH,03301,,,,,,,,,,1115-8372-2,,True,False,False,False,,,,,,,False
453054600,Meadowlands Automall/Posquins Motor Sales,TitleClerk, ,,55 Route 17,Rutherford,NJ,07070,,,,201-935 2400,,,,,,1082-5709-1,,True,False,False,False,,,,,,,False
453054601,Morley-Blasius Chev/Olds Inc,Mary/TClerk, ,,124 Salmon Brook ST,Granby,CT,06035,,,,860-653 4531,,,,,,1114-3178-0,,True,False,False,False,,,,,,,False
453054602,Malibu Auto Inc,Title Clerk, ,,10 Plant Road #12,Hasbrouck Heights,NJ,07604,,,,201-288 7500,,,,,,1083-4090-7,,True,False,False,False,,,,,,,False
453054603,Mazda of Hempstead,Title Clerk, ,,179 North Franklin ST,Hempstead,NY,11550,,,,516-486 1200,,,,,,,188210946,False,True,False,False,,,,,,,False
453054604,MT Kisco Nissan Volvo,Title Clerk, ,,299 Kisco Ave,Mount Kisco,NY,10549,,,,914-241 0400,,,,,,,120494515,False,True,False,False,,,,,,,False
453054605,Mahwah Ford,Title Clerk, f,,55 Franklin Turn Pike,Mahwah,NJ,07430,,,,201-529 3200,,,,,,1249-2795-1,,True,False,False,False,,,,,,,False
453054606,Mike Veltry,Title Clerk, ,,14 Edgewood Park,New Rochelle,NY,10801,,,,914-633 8261,,,,,,1200-8047-4,,True,False,False,False,,,,,,,False
453054607,Moritz Cadillac,Title Clerk, ,,2001 N Collins,Arlington,TX,76011,,,,817-461 5400/5700,,,,,,,77531566,False,True,False,False,,,,,,,False
453054608,Marilyn Farrel DMV G,, ,,337 Vosenkill Road,Athens,NY,12015,,,,,,,,,,,,True,False,False,False,,,,,,,False
453054609,Motorquest of Wellsely,Title Clerk, ,,234 Worcester ST,Wellesley,MA,02481,,,,617-235 6666,,,,,,,120296535,False,True,False,False,,,,,,,False
453054610,Maryland Tag and Title Serv.,, ,,9470 Annapolis RD,Lanham,MD,20706,,,,301-577 5600,,,,,,,208024806,False,True,False,False,,,,,,,False
453054611,Mitchell Auto Group,Gail/TClerk, ,,384 Hopemeadow ST,Simbbury,CT,06070,,,,860-408 6065,,,,,,,85112704,False,True,False,False,,,,,,,False
453054612,Menard & Holmberg,Title Clerk, ,,765 Memorial DR,Chicopee,MA,01020,,,,413-593 6721,,,,,,0061-1688-4,,True,False,False,False,,,,,,,False
453054613,Millennium Automotive Group/Millenium Me/Be,Title Clerk, ,,1250 Route 22 West,Bridgewater,NJ,08807,,,Renee,908-685 0800,,,,,,,1690 3639 1,False,True,False,False,,,,,,,False
453054614,Midstate Motor Car Corp  SEE Millennium Auto Group,SHIP TO Millennium Automotive,Group,,,,,,,,,,,,,,,,,False,False,False,False,, , , , , ,False
453054615,Rockland Auto Plaza/Nanuet Chrysler,linda, ,,60 Rte 304,Nanuet,NY,10954,,,,845-627 3700,,,,,,,773925016,False,True,False,False,,,,,,,False
453054616,Route 66 Auto Mall,Plaza Nissan Ford Inc,Sansone's  Plaza Dodge,,3401 Route 66 ,Neptune,NJ,07753,,,,732-922 1050,,,,,,,,False,False,False,False,,,,,,,False
453054617,Princeton Nassau Ford Linc Merc Audi,Sharmilla,,,902 Route 206 S,Princeton,NJ,08540,,,,609-921-6482,,,,,PREPRINT FORMAT  ACCT#55660932,,98439030,False,True,False,False,,,,,,,False
453054618,Route 23 Automall,Trish, ,,1301 Route 23 South,Butler,NJ,07405,,,,973-838-0800,,,,,,,1149 6426 2,False,True,False,False,,,,,,,False
453054619,Trade Express,Rafael, ,,11920 Maple Avenue,Rockville,MD,20852,,,,,,,,,,2539 1609 5,,True,False,False,False,,,,,,,False
453054620,Toyota Of Morristown,Tina, ,,169 Ridgedale Avenue,Morristown,NJ,07960,,,,973-540-1111,,,,,,1242 3244 9,,True,False,False,False,,,,,,,False
453054621,Smithtown Ford,Title Clerk, ,,440 East Jericho Turnpike,Smithtown,NY,11787,,,,631-265 2340,,,,,,1775 5089 2,,True,False,False,False,,,,,,,False
453054622,Pleasantville Ford,Title Clerk,UPS,,47 Pleasantville Rd,Pleasantville,NY,10570,,,,914-769 1800,,,,,,,0E9343,True,False,False,False,,,,,,,False
453054623,Ray Catena Infiniti,Kim , ,,900 Rt 1,Edison,NJ,08817,,,,732-603 9600,,,,,,132396574,,True,False,False,False,,,,,,,False
453054624,MCB Auto Group LLC DBA Universal Auto Network,SEE Universal Auto Network, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054625,Martin Dealerships DBA Nulin Auto Sales,Title Clerk, ,,2900 Rt 42,Sicklerville,NJ,08081,,,,609-629 6833,,,,,UPS # 3360252869,1249-5027-9,,True,False,False,False,,,,,,,False
453054626,Mazda Arlington,Title Clerk, ,,750 North Glebe Road,Arlington,VA,22203,,,,703-527 3000,,,,,,,147154936,False,True,False,False,,,,,,,False
453054627,Morristown Lincoln Mercury Inc,Title Clerk, ,,115 Spring Street,Morristown,NJ,07960,,,,973-538 6373,,,,,,1078-3332-3,,True,False,False,False,,,,,,,False
453054628,MTP Auto Lsg,Title Clerk, ,,247 25 Jamaica Ave,Bellerose,NY,11426,,,,718-343 0106,,,,,,,102096104,False,True,False,False,,,,,,,False
453054629,Morrissey,, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054630,Morrisey GMC / Pontiac Olds,Title Clerk, ,,510 Sunrise Hwy,Rockville centre,NY,11570,,,,516-678 6200,,,,,,200840631,,True,False,False,False,,,,,,,False
453054631,Monticello Toyota,Title Clerk, ,,128 Bridgeville Rd,Monticello,NY,12701,,,,845-794 0660,,,,,,2176-2153-4,,True,False,False,False,,,,,,,False
453054632,Massapequa Nissan,Teresa, ,,3660 Sunrise Hwy,Seaford,NY,11783,,,,516-799 2800,,,,,,109117293,,True,False,False,False,,,,,,,False
453054633,NewBurgh Nissan /Suzuki of New Burgh,Janine/Sandi, ,,79 Route 17K,New Burgh,NY,12550,,,t/clerk,845-562 1000,,,,,GENERAL MANAGER'S ( MATT VARGO/BRENT REED),,1040-4745-3,False,True,False,False,,,,,,,False
453054634,Suzuki of New Burgh SEE New Burgh Nissan,, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054635,Nissan World of Springfield ,Barbara, ,,146 Rte 22 W,Springfield Township,NJ,07081,,,,973-376 8821,,,,908 259 0845,,222418895,,True,False,False,False,,,,,,,False
453054636,Newport Imports DBA Newport Autocenter,Title Clerk, ,,1235 West main Rd,Newport,RI,02842,,,,401- 846 6636,,,,,,,78568323,False,True,False,False,,,,,,,False
453054637,Norman Gale Buick Pontiac,Title Clerk, ,,1247 State Route 10,Cedar Knolls,NJ,07927,,,,973-267 1100,,,,,,1082-7836-6,,True,False,False,False,,,,,,,False
453054638,Nissan 112,Title Clerk, ,,730 Rte 112,Patchogue,NY,11772,,,,631-289 9100,,,,,,1133-5712-6,,True,False,False,False,,,,,,,False
453054639,Nippon Auto Leasing,Title Clerk, Fed or Air?,,2050 Center Ave Suite 330,FT Lee,NJ,07024,,,,201-666 8000,,,,,,1267-8852-5,79561675,True,False,False,False,,,,,,,False
453054640,New Country Lexus of Latham,Cindy title /clerk,,,999 New London Road,Lathem,NY,12110,,,,518-786 1000,,,,,,153206066,,True,False,False,False,,,,,,,False
453054641,Norwalk Motors/Hyundai/Isuzu,Title Clerk, ,,192 Westport Avenue,Norwalk,CT,06851,,,,203-846 8810,,,,,,2281-8694-5,,True,False,False,False,,,,,,,False
453054642,Neil Toyota,Title Clerk, ,,639 Merrick Road,Lynbrook ,NY,11563,,,,516-887 8600,,,516-887-2900,,,2791-8490-4,,True,False,False,False,,,,,,,False
453054643,Biltmore Motors,Title Clerk, ,,80 Theodore Frend Ave,Rye,NY,10580,,,,1914 967 2500,,,,,,,231144873,False,True,False,False,,,,,,,False
453054644,Natleton Auto Park,Title Clerk, ,,3703 North Lake Blvd,Lake Park,FL,33403,,,,561-622 0101,,,,,,1856-2181-2,,True,False,False,False,,,,,,,False
453054645,Neil Jeep,Title Clerk, ,,639 Merrick Road,Lynbrook,NY,11563,,,,516-887 8600,,,,,,2382-5187-5,,True,False,False,False,,,,,,,False
453054646,New Rochelle Lincoln/Mercury,Title Clerk, ,,1 East Main Street,New Rochelle,NY,10801,,,,914-576 2000,,,,,,,95293710,False,True,False,False,,,,,,,False
453054647,Nationsbanc  Leasing Co,Title Clerk,Acct###??????????,,2059 North Lake Pkwy 4/F,Ficker,GA,30084,,,,770-270 8499,,,,,,1551-2964-6,80360882,True,False,False,False,,,,,,,False
453054648,North Shore Buick Pontiac & GMC,Title Clerk, ,,700 Broadway,Malden,MA,02148,,,,781-321 5000,,,,,,,124126472,False,True,False,False,,,,,,,False
453054649,New Nissan World of Springfield,Title Clerk, ,,146 162 Rt 22 W,Springfield,NJ,07081,,,,973-376 8821,,,,,,,80118585,False,True,False,False,,,,,,,False
453054650,New Jersey DMV,, ,,,,,,,,,201-861 7433,,,,,,,,False,False,False,False,,,,,,,False
453054651,New Country Audi,Title Clerk,.,,200 W Putnam Ave,Greewich,CT,06830,,,,203-661 1800,,,,,,212058092,,False,False,False,False,,,,,,,False
453054652,Neil Lincoln Mercury,Title Clerk, ,,1900 RT 112,Medford,NY,11763,,,,631-289 7800,,,,,,,165722916,False,True,False,False,,,,,,,False
453054653,Newman Chevrolet,Title Clerk, ,,460 Connecticut Blvd,East Hartford,CT,06108,,,,860-528 1554,,,,,,,180397962,False,True,False,False,,,,,,,False
453054654,Newton Motor Sports Inc/Newton Motor Car,Title Clerk, ,,34 Hampton House Road,Newton,NJ,07860,,,,973-383 2626,,,,,,,164227016,False,True,False,False,,,,,,,False
453054655,NS Auto Sales SEE North Shore Honda,, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054656,Ozzie's Ford Store,Title Clerk, ,,144 Passaic Ave,Kearny ,NJ,07032,,,,201-998 7400,,,,,,1737-0297-3,,True,False,False,False,,,,,,,False
453054657,Old Forge Lincoln Mercury,Title Clerk, ,,1101 N Broad ST,Lansdale,PA,19446,,,,215-368 4300,,,,,,,166205664,False,True,False,False,,,,,,,False
453054658,Oasis Chevrolet/ Ford/ Motors,Dawn,,,3698 Rt 9 South,Oldbridge,NJ,08857,,,,732-591 1111,146,,,,,,86777718,False,True,False,False,,,,,,,False
453054659,O'keefe Cadillac Olds GMC,Title Clerk, ,,561 Pose Road E,Westport,CT,06880,,,,203-227 9541,,,,,,,78870879,False,True,False,False,,,,,,,False
453054660,Old Country Dodge Inc,Title Clerk, ,,400 Old Country Road,Hicksville,NY,11801,,,,516-681 1600,,,,,,1583-0809-6,,True,False,False,False,,,,,,,False
453054661,Offshore Speed Ski,Title Clerk, ,,1026-70 S Main,Winsted,CT,06098,,,,860-379 5344,,,,,,,124469027,False,True,False,False,,,,,,,False
453054662,Paragon Motors of Woodside Inc,Title Clerk, ,,57 02 Northern Blvd,Woodside,NY,11377,,,,718-507 5000,242,,,,,100001616,,True,False,False,False,,,,,,,False
453054663,Petes Motors Inc/Ford,Title Clerk, ,,396 Stockbridge Road,Great Barrington,MA,01230,,,,413-528 9190,,,,,,,108680789,False,True,False,False,,,,,,,False
453054664,Prestige Olds DBA Porsche Audi Saab of Wallingford,Title Clerk, ,,800 South Colony ST,Wallingford,CT,06492,,,,203-269 3316,,,,,,1256-5707-9,,True,False,False,False,,,,,,,False
453054665,Porsche Audi SAAB of Wallingford ,SEE Prestige Olds, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054666,Tenafly Ford Acura BMW SEE,SHIP TO Park Ave Motor/Ford, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054667,Porsche of Fairfield,Title Clerk, ,,475 Commerce Dr,Fairfield ,CT,06825,,,,203-367 3700,,,,,,1116-8912-1,,True,False,False,False,,,,,,,False
453054668,Premium Mitsubishi/ Motors,Title Clerk, ,,399 Huguenot ST,New Rochelle,NY,10801,,,,914-576 8266,,,,,,2408-8085-7,,True,False,False,False,,,,,,,False
453054669,Paul Miller Audi/Porsche,Michelle,,,250 Route 46 West,Parsippany,NJ,07054,,,,973-227 3000,,,,,,101638065,,True,False,False,False,,,,,,,False
453054670,Planet Automall,Title Clerk, ,,37-27 Northern Blvd,Long  Island City,NY,11101,,,,718-391 0300,,,,,,,183484762,False,True,False,False,,,,,,,False
453054671,Pohanka Acura/Nissan/Lexus,Title Clerk,Phone??,Address??,,13911 Lee Jackson Hwy,Chantilly,VA,20151,,,,703-968 6600,,,,,,1115-5249-5,,True,False,False,False,,,,,,,False
453054672,Peabody BMW Motor Sports LP,Title Clerk, ,,221 Andover ST,Peabody,MA,01960,,,,978-538 9900,,,,,,1713-4211-2,,True,False,False,False,,,,,,,False
453054673,Paul Miller Nissan LLC,Phyllis, ,,930 Kings Hwy East ,Fairfield,CT,06825,,,,203-335 3181,,,,,,251375046,,True,False,False,False,,,,,,,False
453054674,Plaza Auto Mall SEE Plaza Auto Center,SHIP TO Plaza Auto Canter, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054675,Premium Cadillac Buick,Title Clerk, ,,77 Main ST,New Rochelle,NY,10801,,,,914-576 8110,,,,,,288817529,,True,False,False,False,,,,,,,False
453054676,Penn Toyota,Marleen ,2 DAY ONLY,,2400 Northern Blvd,Greenvale,NY,11548,,,,516-621 8600,5750,,,516-621-1140,,104625827,,True,False,False,False,,,,,,,False
453054677,Pontiac GMC of Mahwah Inc,Title Clerk, ,,386 Route 17 South ,Mahwah,NJ,07430,,,,201-512 0002,,,,,,2513-8087-2,,True,False,False,False,,,,,,,False
453054678,Prestige BMW ,send to Prestige,Management Serv ,,xxxxx,xxxx,xx,xxxxx,,,,201 267 8875,1528,,201-258-6000,,,,,False,False,False,False,,,,,,,False
453054679,PMS Prestige SEE Prestige BMW Lexus Toyota,, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054680,Princeton Motor Sport,Title Clerk, ,,2910 RT 1,Lawrenceville,NJ,08648,,,,609-771 8040,,,,,,1084-1414-6,,True,False,False,False,,,,,,,False
453054681,Pride Chrysler Plymouth,Melena, ,,11 Taunton Ave,Seekonk,MA,02771,,,t/clerk,508-336 3580,,,,,,,1239 4715 4,False,True,False,False,,,,,,,False
453054682,Puritan Pontiac,Title Clerk, ,,90 High School Road ,Hyannis,MA,02601,,,,508-775 7111,,,,,,1154-2142-5,,True,False,False,False,,,,,,,False
453054683,Price Toyota,Title Clerk, ,,168 N Dupont Hwy,New CAstle,DE,19720,,,,302-322 8600,7571,,,,,,115038647,False,True,False,False,,,,,,,False
453054684,Potamkin Chevrolet,Title Clerk, ,,16600 N W 57 Ave,Miami,FL,33014,,,,305-558 1400,,,,,,,73315737,False,True,False,False,,,,,,,False
453054685,Pray Infiniti,Title Clerk, ,,241 West Putnam Ave,Greenwich ,CT,06830,,,,203-625 9300,,,,,,,80578373,False,True,False,False,,,,,,,False
453054686,Power Motor Car Co,Sue , ,,11 Jeanette Ave,Freeport ,NY,11520,,,,516-466-4300,,,,,,1439-1893-9,,True,False,False,False,,,,,,,False
453054687,Prestige Infiniti,Title Clerk, ,,227 N Dean ST,Englewood ,NJ,07631,,,,201-568 1200,,,,,,1398-3041-5,,True,False,False,False,,,,,,,False
453054688,Prestige Lexus of Ramsey BMW (PMS),Title Clerk, ,,955 RT 175 South,Ramsey,NJ,07446,,,,201-825 5200,,,,,,253506156,,True,False,False,False,,,,,,,False
453054689,Prestige Harley Davidson Inc,Title Clerk,Acct#??????????,,205 Rt 9 W,Congers,NY,10920,,,,205-268 6651,,,,,,,,False,False,False,False,,,,,,,False
453054690,Pepe Porsche/Pepe Performance,Anne Amadore,,,2500 BOSTON POST RD,LARCHMONT,NY,10538,,,,914-397 0100,,,,,,349127873,,True,False,False,False,,,,,,,False
453054691,Pegasus Mtr Car AKA Gage Mtr Car,Title Clerk, ,,1289 Stony Point Rd,Charlottesville,VA,22911,,,,804-977 6060,,,,,,2185-9699-1,,True,False,False,False,,,,,,,False
453054692,Pottsville Ford Inc,Title Clerk, ,,440 North Claude A Lord Blvd,Pottsville,PA,17901,,,,717-622 1991,,,,,,,136890091,False,True,False,False,,,,,,,False
453054693,Paul Conte Cadillac,Title Clerk, ,,169 W Sunrise Hwy,Freeport,NY,11520,,,,516-378 1130,,,,,,107555382,,True,False,False,False,,,,,,,False
453054694,Premier Financial serv,Title Clerk, ,,49 Peter Road,South Bury,CT,06488,,,,203-267 7771,,,,,,2193-7069-5,,True,False,False,False,,,,,,,False
453054695,Park Place Motor Cars,Title Clerk, ,,4023 Oak Lawn Ave,Dallas,TX,75219,,,,214-526 8701,,,,,,1704-6534-2,,True,False,False,False,,,,,,,False
453054696,Pottstown Honda,Title Clerk,Acct#????????,,3387 W Ridge Pike,Pottstown,PA,19464,,,,610-495 7076,,,,,,,,False,False,False,False,,,,,,,False
453054697,Potamkin Cadillac West,Evelyn,UPS AX9084,,706 11th Ave ,New York ,Ny ,10019,,,,212-399 4400,,,,,,,,False,False,False,False,,,,,,,False
453054698,Prestige Pontiac-Volks SEE,Prestige Volks, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054699,Queensboro Leasing Inc,Title Clerk, ,,74 Oak ST Fl2,Ridgewood,NJ,07450,,,,201-447 3757,,,,,,1064-8140-7,,True,False,False,False,,,,,,,False
453054700,Quirk Mazda/Volkswagen,Title Clerk, ,,111 Mcgrath Hwys,Quincy,MA,02169,,,,617-773 8000,,,,,,160397691,,True,False,False,False,,,,,,,False
453054701,Wile Motors Inc,Mark,Doyle ,,Rt 66 East,Columbia,CT,06237,,,,860-228 2300,,,,,,1384-1795-6,,True,False,False,False,,,,,,,False
453054702,Stephens County Tag Office,Vickie W./Tag Division, ,,205 North Alexander ST,Toccoa,GA,30577,,,,706-886 4753,,,,,,1061-3209-7,,True,False,False,False,,,,,,,False
453054703,East West Cars,Title Clerk, ,,1013 Crain Hwy,Glen Burnie,MD,21061,,,,410-590 3100,,,,,,,,False,False,False,False,,,,,,,False
453054704,Andrew  Paul,, ,,1275 King Street,Greenwich ,CT,06831,,,,203-863-6704,,,,,,1002 4815 8,,True,False,False,False,,,,,,,False
453054705,Richard Imports of Freehold,Linda/TClerk, ,,4264 RT 9 South,Freehold,NJ,07728,,,,732-780 0666,,,,,,,79282679,False,True,False,False,,,,,,,False
453054706,Patchogue Ford/Motors,Title Clerk, ,,501-507 Route 112,Patchogue,NY,11772,,,,631-654 3211,506,,,,,,156172046,False,True,False,False,,,,,,,False
453054707,Warwick Dodge,Roberta/Title Clerk, ,,69-73 Main Street,Warwick,NY,10990,,,,914-986-2021,,,,,,1487-4777-6,,True,False,False,False,,,,,,,False
453054708,Suresky Hyundai DONT USE SHIPPING ACCOUNT,Natalie/Tiffany , ,,Route 17A & Hatfield Lane,Goshen,NY,10924,,,,845-294-5177,,,,,,,71X959,False,True,False,False,,,,,,,False
453054709,Chevrolet of Huntington,Title Clerk, ,,370 Oakwood Rd,Huntington Station,NY,11746,,,,631-665-0002,,,,,,1109-1636-1,,True,False,False,False,,,,,,,False
453054710,Stamford Subaru,Title Clerk, ,,198 Baxter Avenue,Stamford,CT,06902,,,,203-252-2222,,,,,,322703163,,True,False,False,False,,,,,,,False
453054712,Miracle Ford,Meg,UPS Y1616Y,,2250 South Road ,poughkeepsie ,NY,12603,,,,845-462-1900,,,,,,,,False,False,False,False,,,,,,,False
453054713,Pleasant Valley Ford,See Miracle Ford, ,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,False
453054714,Greenwich Acura,Florence, ,,343 W Putnam Ave,Greenwich,CT,06830,,,,,,,,,,175933271,,True,False,False,False,,,,,,,False
453054715,Rockdale County Tag Comm.,Edna Elliott/Tag Div, ,,969 Pine Street,Conyers,GA,30012,,,,770-918 6480,,,,,,1061-3209-7,,True,False,False,False,Rockdale County Tag Comm., , , , , ,False
453054716,Scranton Motors Inc.,Cherlene , ,,Talcottville Rd RTE 83 POB 777,Vernon,CT,06066,,,,860-872-9145,,,,860-871-6085,,1080 4706 2,,True,False,False,False,,,,,,,False
453054718,Yorktown Chevrolet,Connie, ,,3805 Crompond Rd,Yorktown Heights,NY,10579,,,,914  737  8100,,,,,,263617851,,True,False,False,False,,,,,,,False
453054719,Crowley Ford,t/clerk Chrissy, UPS,,754 Pine Street,Bristol,CT,06010-6923,,,,860-261-3030,,,,,,,,False,False,False,False,,,,,,,False
453054720,Yorktown Mitsubishi,viny, ,,3889 Crompond Rd,Yorktown Heights,NY,10598,,,,914-734-9100,,,,,,31864828-0,,True,False,False,False,,,,,,,False
453054721,J D Byrider,, ,,615 Reservoir Avenue,Cranston,RI,02910,,,t/clerk,401-781-8500,,,401-781-2823,,GENERAL MANAGER JACK CORREIA,2248 0999 9,,True,False,False,False,,,,,,,False
453054722,JAMAICA BUICK,Jamie ,,,182-30 Jamaica Ave.,Jaimaica ,NY,11423,,,,718 297 6300,,,718-908-1908,,,2592 9406 1,259294061,False,True,False,False,,,,,,,True
453054724,Route 59 Isuzu,Lynn, ,,114 Rte 59,Monsey,Ny,10952,,,,845-426-6222,,,,,,,210083034,False,True,False,False,,,,,,,False
453054725,Sheehy Chevrolet,, ,,5300 Crain Hgwy,Upper Marlboro,MD ,20772,,,,301-627-5700,,,,,,,165215070,False,True,False,False,,,,,,,False
453054727,Difeo Lexus send to lexus ,of edison,DO NOT USE UNLESS TOLD OTHERWISE,,1550 Rte 22 E,Boundbrook,NJ,08805,,,,732-271-4000,,,,732 -469-0872,,131693214,,True,False,False,False,,,,,,,False
453054728,BMW of Mamaroneck,Teresa, ,,236 West Boston Post Rd,Mamaroneck,NY,10543,,,,914-670-0011,,,,914-670-0066,,524478927,,True,False,False,False,,,,,,,False
453054729,Tom Ricci Viking Nissan,, ,,845 Taunton Ave,E Providence ,RI ,02914,,,,401-432-2000,,,,,,,1393763991,False,True,False,False,,,,,,,False
453054730,US,Leslie, X,,30 Rockerfella Plaza,NY,NY,10112,,,,212-586-8880,,,,,,,,False,False,False,False,,,,,,,False
453054731,Saturn Of Warwick,Alycia, ,,1511 Bald Hill Rd,Warwick,RI,02886,,,,401-821-5800,,,,,,1798 6130 5,,True,False,False,False,,,,,,,False
453054732,Ramp Chevrolet ,Liz,  UPS!!!!!!!!,,1395 Rte 112,Port Jefferson,NY,11776,,,,631 592 5148,,,,,Acct# 1021X6,,,False,False,False,False,,,,,,,False
453054733,Fisher Nissan,Linda, ,,229 N Washington Ave,Bergenfield,NJ,07261,,,,201-385-3600,,,,,,,197249647,False,True,False,False,,,,,,,False
453054734,Smithtown Infiniti/Competition Infiniti,Grace,,,601 Middle Country Road,St. James,NY,11780,,,,631-361-4636,,,,,,452585766,,True,False,False,False,,,,,,,False
453054735,Sholz Cadillac/ Buick /Kia,Jessica, ,,77  West  Post  Road,White Plains,NY,10606,,,,914-949-4300,,,,,,1433-9708-4,,True,False,False,False,,,,,,,False
453054736,Open Road Bmw ,Dolores, ,,200 Carter Drive,Edison,NJ,08817,,,,732-985-4575,,,,,,,110033191,False,True,False,False,,,,,,,False
453054737,Bill Kidds Toy Volvo/Timonium,, ,,10401 York Rd,Cockeysville,MD,21030,,,,410-666-8900,,,,,,,93886730,False,True,False,False,,,,,,,False
453054738,Majestic Motors Inc/Honda,Natasha,,,509 Quaker Lane ,West Warwick ,RI,02893,,,,401-304-2165,,,,,,,1Y23A1,True,False,False,False,,,,,,,False
453054739,Sunrise Mitisubishi,Title Clerk/ Lisa, ,,4000 Sunrise Hwy,Oakdale,NY,11769,,,,516-589-0047,,,,,,,119114070,False,True,False,False,,,,,,,False
453054740,John Sauder Buick,Title Clerk/ Tyann,,,4161 Oregon Pike,Ephrata,Pa,17522,,,,717-859-7721,,,,,,2401-1588-3,,True,False,False,False,,,,,,,False
453054741,Ryans Open Road Acura,Johanna, ,,1041 Rte 18 South,East Brunswick,NJ,08816,,,t/clerk,732-238-3030,,,732-238-3030,,,,850153431,False,True,False,False,,,,,,,False
453054742,Arthur Glick Truck Sales Inc,Title Clerk,,,Route 17 East,Monticello,NY,12701-6607,,,,845-794-2100,,,,,,1106-3298-3,,True,False,False,False,,,,,,,False
453054743,Wigder Leasing Corp/ Chevrolet ,Michelle, ,,606  W  Mt Pleasant Ave,Livingston,NJ,07039,,,,973-992-7575/ 9100,,,,,,1222-2004-4,,True,False,False,False,,,,,,,False
